ID,Region,OrgSize,Tenure,R45a,R45b,R45c,R45d,R45e,R90a,R90b,R90c,R87a,R87b,R87c,R87d,R87e
740,Nordic,4,13,3,3,4,3,2,3,4,4,6,5,5,4,6
741,Nordic,4,1,4,3,2,1,1,4,4,4,4,3,5,5,3
742,Nordic,5,23,4,1,1,1,1,3,4,4,5,6,5,6,3
743,Nordic,7,11,3,3,4,3,3,3,4,4,5,5,4,2,5
744,Nordic,6,1,2,1,2,2,2,4,4,4,4,6,6,6,4
745,Nordic,4,20,3,4,3,1,1,3,5,4,6,6,4,4,3
746,Nordic,5,15,1,4,2,2,1,3,4,4,6,5,3,5,6
747,Nordic,4,23,2,2,2,2,1,3,5,3,5,5,5,5,5
748,Nordic,8,15,1,3,4,1,1,4,4,4,3,6,5,4,5
749,Nordic,7,22,2,3,2,3,3,4,3,5,4,6,4,5,4
750,Nordic,6,31,3,4,2,2,1,4,5,5,4,6,5,4,5
751,Nordic,5,1,1,2,1,1,1,4,5,3,6,6,3,6,3
752,Nordic,7,3,1,1,1,1,1,3,3,3,5,5,6,5,5
753,Nordic,6,16,3,4,3,1,1,3,3,4,6,6,6,4,6
754,Nordic,7,20,4,3,2,2,2,5,4,5,5,4,6,4,5
755,Nordic,4,22,1,1,2,2,3,4,4,4,5,4,4,5,5
756,Nordic,8,13,3,2,2,2,2,4,5,3,5,6,3,4,6
757,Nordic,8,38,2,2,2,2,1,4,3,4,5,4,4,6,5
758,Nordic,8,24,4,2,4,3,3,3,4,5,3,3,4,6,4
759,Nordic,4,30,2,1,3,3,3,4,3,5,6,6,5,2,5
760,Nordic,4,18,4,4,2,1,1,3,3,5,6,5,3,3,6
761,Nordic,4,8,3,1,1,2,1,4,5,3,5,6,6,5,5
762,Nordic,5,4,4,4,2,1,1,5,5,5,4,5,4,6,5
763,Nordic,7,31,4,3,1,1,1,5,4,5,6,6,6,4,5
764,Nordic,5,1,2,3,3,3,2,3,4,3,5,6,5,4,5
765,Nordic,5,2,3,3,3,3,2,4,4,2,5,3,5,6,5
766,Nordic,6,12,4,3,2,1,1,3,4,3,3,5,5,6,3
767,Nordic,8,15,3,4,2,2,2,4,4,3,6,3,4,2,5
768,Nordic,5,35,2,3,3,1,1,4,3,4,5,5,4,5,5
769,Nordic,5,11,3,4,3,2,3,4,4,4,5,5,6,6,5
770,Nordic,4,16,4,3,2,1,1,4,4,3,5,4,5,4,6
771,Nordic,8,19,3,4,2,3,1,4,5,4,5,5,5,5,4
772,Nordic,8,1,2,3,2,2,1,4,4,4,6,6,5,4,5
773,Nordic,8,14,2,3,2,1,1,3,3,4,4,6,3,2,3
774,Nordic,7,6,4,3,3,1,2,4,5,5,4,6,4,4,6
775,Nordic,5,5,3,3,1,3,1,4,4,5,4,6,3,6,4
776,Nordic,4,21,2,2,4,2,2,3,3,5,6,4,3,5,6
777,Nordic,5,29,1,2,1,1,1,4,4,4,5,6,5,3,6
778,Nordic,5,3,3,3,3,2,2,4,4,5,5,2,6,6,4
779,Nordic,6,37,1,2,1,2,2,4,3,4,5,5,4,5,6
780,Nordic,4,32,2,3,3,1,1,5,5,5,5,5,3,6,5
781,Nordic,4,2,3,3,3,3,2,5,5,5,3,4,5,3,5
782,Nordic,4,2,2,3,2,1,1,3,4,5,5,4,4,3,6
783,Nordic,6,17,2,4,2,1,2,4,3,5,4,5,5,3,5
784,Nordic,5,9,2,2,4,1,2,4,3,5,4,4,4,6,3
785,Nordic,6,17,2,4,1,3,1,4,4,5,3,2,4,2,6
786,Nordic,4,12,4,2,2,2,1,3,4,4,5,6,4,2,4
787,Nordic,7,14,2,2,2,1,1,4,4,4,6,5,5,5,4
788,Nordic,8,8,2,4,3,1,2,3,3,5,6,5,5,5,3
789,Nordic,4,17,1,1,1,1,1,4,4,4,5,6,5,6,4
790,Nordic,5,20,2,4,1,1,1,4,4,4,5,6,3,5,5
791,Nordic,4,2,2,4,2,1,1,4,5,5,5,6,5,4,5
792,Nordic,4,33,4,3,3,2,2,4,5,5,4,4,3,5,6
793,Nordic,8,4,1,3,1,1,1,4,4,4,6,4,4,6,6
794,Nordic,8,12,4,3,2,1,3,4,5,5,6,3,4,2,5
795,Nordic,8,42,2,3,1,1,1,4,4,5,5,4,6,4,5
796,Nordic,4,8,2,3,2,1,1,4,4,4,4,4,3,4,5
797,Nordic,4,6,2,3,3,3,2,3,5,4,5,5,4,4,6
798,Nordic,7,1,3,4,1,1,1,3,3,4,5,4,4,2,4
799,Nordic,8,33,2,4,2,2,1,4,4,4,6,5,4,4,4
800,Nordic,4,14,4,3,3,2,2,5,5,5,5,3,6,4,6
801,Continental,4,7,5,5,5,4,5,2,2,2,1,1,1,1,1
802,Continental,7,43,1,1,1,1,1,5,5,5,6,6,6,6,6
803,Continental,7,43,1,1,1,1,1,5,5,5,6,6,6,6,6
804,Continental,8,42,1,1,1,1,1,5,5,5,6,6,6,6,6
805,Continental,4,39,2,1,1,1,1,5,5,5,6,6,6,6,6
806,Continental,7,18,2,1,1,1,1,5,5,5,6,6,6,6,6
807,Continental,7,14,5,5,5,4,4,2,2,2,1,1,1,1,1
808,Continental,5,3,1,1,1,1,1,5,5,5,6,6,6,6,6
809,Continental,7,19,2,1,1,1,1,5,5,5,6,6,6,6,6
810,Continental,5,15,5,5,5,4,4,2,2,2,2,1,1,1,2
811,Continental,7,8,5,5,5,4,4,2,2,2,2,1,1,1,2
812,Continental,6,19,1,1,1,1,1,5,5,5,6,6,6,6,6
813,Continental,6,17,5,5,5,4,4,2,2,2,2,1,1,1,2
814,Continental,5,2,5,5,5,4,4,2,2,2,2,1,2,1,2
815,Continental,6,13,5,5,5,4,4,2,2,3,2,2,2,1,2
816,Continental,6,11,5,5,5,4,4,2,2,3,2,2,2,1,2
817,Continental,5,13,5,5,5,4,4,2,2,4,2,2,2,1,2
818,Continental,6,3,1,1,1,1,1,5,5,5,6,6,6,6,6
819,Continental,6,5,5,5,5,4,3,2,2,4,2,2,2,1,2
820,Continental,4,8,5,5,5,4,2,2,2,4,2,2,2,1,2
821,Continental,7,22,4,5,4,4,1,2,2,4,2,2,2,2,2
822,Continental,5,7,2,1,1,3,1,5,5,4,6,6,6,6,5
823,Continental,8,19,1,1,1,2,1,5,5,5,6,6,6,6,5
824,Continental,6,11,4,5,4,1,2,2,2,4,2,2,2,2,2
825,Continental,7,21,3,1,1,1,1,4,5,3,6,6,6,6,6
826,Continental,6,18,2,5,1,2,1,2,2,4,2,2,2,2,2
827,Continental,4,18,3,5,3,2,2,2,2,4,2,2,2,2,2
828,Continental,4,11,3,1,1,1,3,5,5,5,6,6,6,6,6
829,Continental,4,4,1,1,1,1,1,5,5,4,6,6,6,6,6
830,Continental,4,15,2,3,2,1,1,2,2,4,2,2,2,2,2
831,Continental,6,19,1,1,1,1,1,5,5,4,6,6,6,6,6
832,Continental,6,15,2,3,2,1,2,2,2,4,2,2,2,2,2
833,Continental,8,14,3,3,2,1,1,5,5,4,6,6,6,6,6
834,Continental,4,6,1,3,2,1,1,5,5,4,6,6,6,6,6
835,Continental,6,5,2,3,2,1,1,5,5,5,6,6,6,6,6
836,Continental,7,19,3,3,2,1,1,3,2,4,2,2,2,2,2
837,Continental,8,2,2,3,2,1,1,5,5,4,6,6,6,6,6
838,Continental,4,7,3,2,1,1,2,5,5,5,6,6,6,6,6
839,Continental,5,5,3,2,2,1,1,5,5,5,6,6,6,6,6
840,Continental,5,14,1,2,1,2,2,5,5,4,6,6,6,6,6
841,Continental,6,21,2,4,3,1,2,5,5,5,6,6,6,6,6
842,Continental,7,5,3,3,2,1,1,3,2,4,2,2,2,2,2
843,Continental,4,1,2,2,1,1,1,5,5,5,6,6,6,6,6
844,Continental,7,12,1,3,1,1,1,3,2,3,2,2,2,2,2
845,Continental,6,20,2,2,2,2,1,5,5,4,6,6,6,6,6
846,Continental,7,19,2,2,2,1,1,3,2,3,2,2,2,2,2
847,Continental,4,19,2,3,1,2,2,5,5,4,6,6,6,6,6
848,Continental,5,17,4,2,2,2,1,5,5,5,6,6,6,6,6
849,Continental,5,5,5,2,2,1,1,5,5,5,6,6,6,6,6
850,Continental,7,26,3,3,2,1,1,5,4,4,6,6,6,6,6
851,Continental,6,14,3,3,1,2,1,5,5,4,6,6,6,6,6
852,Continental,7,14,2,2,2,2,2,5,5,4,6,6,6,6,6
853,Continental,5,4,3,3,3,1,2,4,4,5,2,2,2,2,2
854,Continental,7,3,1,3,2,1,1,4,3,5,6,6,6,6,6
855,Continental,4,19,3,3,2,2,2,5,5,5,6,5,6,6,6
856,Continental,8,13,1,3,2,2,2,5,3,4,6,6,6,5,6
857,Continental,4,4,3,3,1,1,1,5,4,3,6,6,6,6,6
858,Continental,6,12,1,1,2,1,2,4,4,4,6,6,6,6,6
859,Continental,4,11,1,2,2,1,1,4,3,4,3,2,2,2,2
860,Continental,8,12,2,3,1,1,1,4,4,4,3,2,2,2,2
861,Continental,4,36,2,2,1,1,1,4,3,4,3,2,2,2,3
862,Continental,6,11,3,4,4,3,2,4,3,5,3,2,2,2,4
863,Continental,7,2,2,3,3,1,1,4,5,4,3,2,2,2,3
864,Continental,7,24,3,3,3,1,1,3,4,4,6,6,6,6,4
865,Continental,8,14,1,4,2,3,1,4,4,4,3,2,2,2,4
866,Continental,4,22,2,3,2,2,1,4,4,4,3,2,2,2,4
867,Continental,5,15,2,3,3,2,2,4,5,5,6,6,6,6,5
868,Continental,5,11,4,2,2,2,1,4,4,5,3,2,2,2,5
869,Continental,6,16,2,4,2,2,2,5,3,5,6,6,6,6,5
870,Continental,6,7,1,3,3,1,1,4,5,3,5,6,6,6,4
871,Continental,6,18,2,1,2,1,1,3,3,4,6,6,6,6,6
872,Continental,6,6,1,2,2,2,1,4,4,4,3,3,2,2,6
873,Continental,5,1,4,3,2,2,3,3,4,5,5,3,2,2,4
874,Continental,5,6,1,2,1,1,1,4,3,3,4,5,3,3,4
875,Continental,4,4,2,2,1,2,1,3,3,4,5,5,6,6,5
876,Continental,7,9,2,3,3,1,2,4,5,5,6,5,6,5,6
877,Continental,5,8,2,2,2,1,1,4,4,5,5,6,6,6,6
878,Continental,8,5,2,2,1,1,1,4,4,4,5,4,4,3,5
879,Continental,4,22,3,4,3,2,2,5,5,4,6,6,6,6,6
880,Continental,8,7,3,3,3,2,2,4,4,5,5,4,5,3,5
881,Continental,4,1,2,2,1,1,1,4,4,4,5,5,6,5,5
882,Continental,4,10,1,2,1,1,1,3,4,4,5,5,5,5,4
883,Continental,4,10,4,4,2,2,2,4,4,4,3,4,4,4,5
884,Continental,8,33,3,2,2,1,1,4,4,4,4,4,5,5,5
885,Continental,4,12,3,2,1,2,1,4,4,5,5,5,5,5,5
886,Continental,4,2,1,2,1,2,1,4,4,3,5,5,5,5,6
887,Continental,8,7,2,3,3,2,3,4,4,5,5,5,5,4,5
888,Continental,4,9,3,3,3,2,1,4,4,4,5,5,5,5,6
889,Continental,5,32,3,3,2,2,1,3,3,4,4,3,3,3,4
890,Continental,4,2,3,4,3,2,2,4,3,4,5,4,5,4,5
891,Continental,5,9,4,3,1,1,1,4,4,5,5,4,5,5,6
892,Continental,7,12,1,3,1,2,1,4,4,4,5,4,5,4,5
893,Continental,8,1,1,3,1,2,1,4,4,4,5,5,5,5,5
894,Continental,4,2,1,2,1,2,1,4,4,4,5,4,5,4,5
895,Continental,5,32,2,2,2,2,1,4,4,4,4,4,4,4,5
896,Continental,8,10,2,2,2,1,1,4,3,4,4,3,3,3,5
897,Continental,8,35,3,3,3,1,1,4,5,5,5,5,5,5,5
898,Continental,8,23,3,2,3,2,1,3,3,4,4,3,3,3,4
899,Continental,5,6,1,2,2,1,1,4,3,4,3,3,3,3,4
900,Continental,4,12,4,3,3,3,2,4,3,5,4,4,4,3,4
901,Continental,8,6,3,2,3,2,3,4,5,4,5,5,5,5,6
902,Continental,4,11,1,3,2,1,1,4,4,5,5,5,5,5,4
903,Continental,4,7,3,2,2,1,1,3,3,4,4,4,4,3,5
904,Continental,5,3,1,2,2,2,1,4,5,4,5,5,5,5,5
905,Continental,5,8,3,2,3,2,2,4,4,5,5,4,5,4,5
906,Continental,8,31,3,4,2,1,1,4,3,4,4,4,4,3,4
907,Continental,4,9,4,4,3,2,1,3,4,5,4,3,3,2,4
908,Continental,7,7,1,3,1,1,1,4,3,4,5,5,4,4,4
909,Continental,8,31,1,1,1,1,1,3,4,3,4,4,4,4,4
910,Continental,4,8,3,2,3,1,1,4,3,4,5,5,5,5,5
911,Continental,5,28,2,2,3,3,3,4,4,4,5,4,5,5,4
912,Continental,5,3,1,2,1,2,2,3,3,4,4,3,3,3,4
913,Continental,7,5,4,2,3,2,2,4,5,5,5,5,5,5,6
914,Continental,8,31,3,4,3,2,1,4,4,5,4,3,3,3,4
915,Continental,8,17,2,4,3,2,1,4,5,5,6,5,6,5,6
916,Continental,7,5,2,2,1,1,1,4,4,3,4,4,4,4,4
917,Continental,8,23,1,2,1,3,3,4,4,4,5,5,5,5,5
918,Continental,7,32,4,1,1,2,2,4,4,4,5,5,5,5,5
919,Continental,8,6,1,2,1,1,1,4,4,4,5,5,5,5,5
920,Continental,8,3,3,4,2,1,1,4,4,4,4,3,3,2,3
921,Continental,8,29,1,2,3,3,3,4,4,4,5,4,4,3,4
922,Continental,4,12,3,2,1,1,1,4,3,4,4,3,3,3,5
923,Continental,5,3,2,3,1,1,1,3,4,4,5,4,3,4,4
924,Continental,7,36,2,2,1,1,1,4,4,5,5,5,5,5,5
925,Continental,4,1,1,2,1,1,1,3,3,3,4,4,4,3,4
926,Continental,6,18,2,4,1,1,2,4,4,5,4,4,5,5,5
927,Continental,7,5,2,4,3,1,3,4,3,4,5,4,5,5,5
928,Continental,4,20,4,4,3,3,3,4,4,5,5,4,4,3,4
929,Continental,8,29,4,3,3,1,1,3,3,3,4,3,3,3,5
930,Continental,5,4,1,1,2,2,2,3,5,5,5,5,5,5,5
931,Continental,8,23,1,3,2,1,1,4,4,5,4,4,5,5,4
932,Continental,4,21,1,1,1,1,1,4,4,3,6,6,5,5,6
933,Continental,8,5,5,2,2,1,1,4,3,5,5,4,4,4,4
934,Continental,4,14,4,3,3,2,3,4,5,5,4,3,3,2,3
935,Continental,4,19,3,3,4,1,1,4,4,5,4,4,3,4,4
936,Continental,4,22,4,4,2,3,1,4,3,4,4,4,4,4,3
937,Continental,5,20,4,4,4,2,1,4,4,5,4,3,3,2,5
938,Continental,4,17,2,3,1,2,1,4,4,3,4,3,3,3,3
939,Continental,8,8,2,2,1,1,1,4,5,4,6,5,6,5,6
940,Continental,7,23,4,4,4,3,3,4,4,5,4,3,3,2,5
941,Continental,7,11,1,3,1,1,1,3,4,5,5,4,5,4,5
942,Continental,5,1,1,3,2,2,3,4,4,4,4,3,3,3,4
943,Continental,4,18,4,4,1,1,1,4,5,4,4,3,3,2,5
944,Continental,7,3,3,4,2,1,1,3,3,4,5,5,5,5,5
945,Continental,5,6,3,2,3,1,1,4,4,5,4,4,3,2,3
946,Continental,4,2,2,2,1,1,1,3,3,3,5,4,5,4,3
947,Continental,8,37,4,3,2,1,2,4,4,4,5,5,5,4,5
948,Continental,4,29,1,3,3,1,1,4,4,5,5,5,5,4,5
949,Continental,4,10,1,3,1,1,1,4,3,3,5,5,5,5,5
950,Continental,6,8,2,2,2,1,1,4,4,4,5,5,5,5,5
951,Continental,7,22,2,2,3,1,1,4,4,5,5,4,5,4,4
952,Continental,5,26,2,2,1,2,3,4,4,4,5,5,5,5,5
953,Continental,7,3,3,3,2,1,1,3,3,4,5,4,4,3,4
954,Continental,5,32,1,3,2,2,2,5,5,5,5,5,5,5,5
955,Continental,7,2,1,4,1,1,2,4,3,4,5,5,4,5,3
956,Continental,5,10,3,4,3,1,1,4,4,4,6,6,5,6,6
957,Continental,5,2,3,4,2,1,2,5,4,5,5,4,5,4,4
958,Continental,4,6,1,4,4,2,3,5,5,5,5,5,6,6,6
959,Continental,4,4,2,2,1,1,1,3,3,4,5,5,5,5,5
960,Continental,8,2,3,2,2,3,3,4,4,4,5,4,5,3,3
961,Continental,4,13,4,4,1,2,1,4,4,3,4,4,4,4,4
962,Continental,6,17,4,3,4,2,3,3,3,3,4,4,4,3,4
963,Continental,5,16,2,3,3,1,1,3,4,3,4,3,4,4,3
964,Continental,4,39,4,2,4,1,1,3,3,3,6,5,4,4,5
965,Continental,4,3,3,3,3,2,3,4,4,4,6,6,5,5,6
966,Continental,6,3,1,4,3,3,2,3,4,4,5,4,4,4,5
967,Continental,5,1,2,1,4,1,1,3,4,4,5,3,3,3,4
968,Continental,5,3,2,3,3,3,3,5,5,4,4,5,5,5,5
969,Continental,7,7,2,3,3,1,1,4,5,4,6,5,5,4,4
970,Continental,5,8,4,1,3,2,1,4,4,4,5,5,4,3,4
971,Continental,4,7,4,2,4,3,1,4,4,4,4,5,5,5,4
972,Continental,4,33,2,3,2,2,2,4,5,5,6,6,6,6,6
973,Continental,8,3,2,3,1,2,1,3,3,3,4,4,4,4,4
974,Continental,8,10,4,4,4,2,1,4,4,5,4,3,3,3,5
975,Continental,4,5,1,2,1,1,1,4,3,5,5,4,5,4,5
976,Continental,4,2,2,4,4,2,2,5,4,5,4,4,5,4,5
977,Continental,7,8,2,2,2,1,1,3,3,3,4,3,3,3,5
978,Continental,7,19,3,1,1,2,2,4,5,4,6,6,6,6,6
979,Continental,8,13,4,3,1,2,2,5,4,4,5,5,5,5,5
980,Continental,8,27,2,4,1,3,1,4,4,4,3,3,4,4,4
981,Continental,5,2,3,3,1,1,1,3,4,5,3,4,5,5,5
982,Continental,4,18,4,4,2,2,2,5,5,5,4,4,5,5,5
983,Continental,7,2,4,4,4,3,1,5,5,4,5,4,5,5,6
984,Continental,8,39,1,2,1,1,1,4,5,4,3,3,3,2,3
985,Continental,5,24,1,4,2,1,3,4,4,4,5,4,4,4,5
986,Continental,5,14,2,2,1,2,3,3,4,4,5,5,5,6,6
987,Continental,5,14,1,2,1,1,1,4,4,5,5,4,5,5,6
988,Continental,4,6,1,1,1,1,1,3,3,3,5,5,4,4,5
989,Continental,4,1,3,1,4,2,3,4,4,5,5,5,4,5,3
990,Continental,4,12,2,2,1,1,2,3,3,5,5,5,5,5,6
991,Continental,5,39,1,4,2,1,1,5,5,5,6,6,6,6,6
992,Continental,7,5,1,2,4,3,3,4,3,4,4,4,5,4,5
993,Continental,7,25,4,3,1,1,1,5,5,5,6,5,4,3,5
994,Continental,5,3,1,1,1,2,1,4,4,4,5,5,5,5,4
995,Continental,8,24,1,2,3,1,2,4,4,5,4,4,4,3,3
996,Continental,7,7,3,2,2,3,3,5,5,4,6,6,6,6,6
997,Continental,7,40,3,2,1,1,1,3,4,4,4,5,5,5,5
998,Continental,5,22,1,1,3,2,1,5,5,5,4,5,5,4,4
999,Continental,5,12,3,2,2,1,1,4,4,5,4,4,4,3,4
1000,Continental,7,14,3,3,3,3,2,4,4,4,4,3,4,3,4
1001,Continental,5,10,2,2,3,3,2,4,4,5,5,4,5,4,5
1002,Continental,7,3,4,3,2,2,2,4,4,5,3,4,5,5,4
1003,Continental,7,20,3,3,4,2,1,3,3,3,5,5,5,5,6
1004,Continental,8,12,1,1,2,1,1,3,3,5,4,4,4,3,4
1005,Continental,6,1,4,2,4,3,3,4,5,5,4,5,4,3,3
1006,Continental,4,3,1,4,3,1,2,4,5,4,5,4,4,3,6
1007,Continental,6,32,1,3,2,3,2,3,4,4,3,3,3,3,4
1008,Continental,4,36,2,4,2,2,1,5,5,5,4,4,5,4,5
1009,Continental,4,26,2,2,2,3,2,5,5,5,5,5,5,4,6
1010,Continental,6,3,1,4,4,2,3,4,3,4,4,5,4,4,5
1011,Continental,8,3,2,1,1,3,1,4,5,5,4,3,5,5,5
1012,Continental,7,14,1,1,1,1,1,3,3,3,5,4,4,4,3
1013,Continental,8,12,1,2,1,1,2,4,3,3,5,5,5,6,5
1014,Continental,7,4,3,2,1,3,2,4,5,4,5,4,4,3,4
1015,Continental,4,1,4,4,3,1,1,3,5,5,4,4,3,4,5
1016,Continental,8,2,2,3,4,3,3,3,2,3,5,3,5,5,5
1017,Continental,5,14,2,3,1,2,2,4,4,5,4,3,3,4,4
1018,Continental,6,14,2,2,1,2,1,5,4,3,5,5,5,5,3
1019,Continental,4,28,1,3,2,1,1,3,3,4,5,6,4,5,4
1020,Continental,7,2,4,3,4,3,1,5,5,5,3,2,3,2,4
1021,Continental,4,18,1,1,1,1,1,4,4,4,5,5,5,5,5
1022,Continental,8,2,1,3,2,3,3,3,4,5,5,5,5,5,6
1023,Continental,5,24,3,2,2,2,3,4,4,4,5,5,5,5,5
1024,Continental,4,6,4,1,2,3,1,3,5,4,5,5,4,3,5
1025,Continental,8,10,3,1,3,3,1,5,4,4,6,5,5,4,4
1026,Continental,8,34,2,2,1,3,2,5,4,5,5,6,5,5,5
1027,Continental,7,24,2,4,4,3,1,3,3,4,5,4,4,4,3
1028,Continental,6,19,4,2,2,1,1,4,3,5,5,5,5,4,4
1029,Continental,4,15,2,3,4,1,1,4,4,4,5,6,5,5,4
1030,Continental,8,2,2,2,1,1,2,4,5,5,5,5,5,3,5
1031,Continental,4,3,2,4,2,3,1,3,4,4,5,4,5,3,5
1032,Continental,7,13,3,4,2,1,1,3,4,3,5,4,3,2,5
1033,Continental,8,12,1,1,1,1,1,3,3,4,5,6,6,6,4
1034,Continental,8,36,2,3,1,1,2,4,5,5,4,4,5,4,4
1035,Continental,7,39,2,1,2,1,1,4,4,4,5,5,5,5,6
1036,Continental,4,34,2,3,1,1,1,4,5,5,4,3,5,5,4
1037,Continental,4,16,1,2,2,1,1,4,3,4,4,4,4,3,3
1038,Continental,5,4,2,3,3,1,1,4,4,4,5,6,5,5,6
1039,Continental,4,4,2,3,2,1,1,4,4,4,5,5,5,5,5
1040,Continental,7,14,2,2,1,1,1,3,4,4,6,6,6,6,6
1041,Continental,4,17,4,2,3,3,3,4,4,4,5,4,3,2,6
1042,Continental,8,31,4,2,2,1,1,5,4,3,3,5,4,5,6
1043,Continental,6,5,3,3,2,2,3,5,5,5,4,6,6,6,5
1044,Continental,4,13,1,1,2,1,2,4,4,4,5,5,5,4,5
1045,Continental,8,12,3,4,2,1,1,4,3,5,6,3,5,3,6
1046,Continental,4,14,1,1,4,1,2,4,4,5,5,5,4,3,3
1047,Continental,8,16,1,4,3,1,1,4,2,3,4,5,3,4,5
1048,Continental,4,22,1,3,4,3,2,4,4,4,5,4,3,5,6
1049,Continental,4,26,1,2,1,2,2,3,5,5,3,2,3,5,3
1050,Continental,7,4,2,2,1,1,2,4,3,5,4,5,4,4,5
1051,Continental,5,21,4,2,4,3,3,4,5,4,6,4,3,4,3
1052,Continental,7,4,1,2,2,1,1,4,5,2,6,4,4,4,4
1053,Continental,4,3,1,2,2,1,3,3,4,3,4,5,6,6,4
1054,Continental,8,25,2,2,2,3,2,3,5,5,4,4,5,5,5
1055,Continental,4,12,4,3,1,1,1,3,3,5,6,3,5,4,4
1056,Continental,4,31,1,1,1,1,1,4,3,3,5,5,6,6,3
1057,Continental,6,13,1,3,1,1,1,3,3,3,4,5,3,5,3
1058,Continental,4,5,3,4,2,2,2,5,5,5,5,3,4,4,4
1059,Continental,5,20,3,2,3,1,1,3,3,5,4,6,3,5,3
1060,Continental,5,4,1,1,1,1,1,3,2,2,5,5,4,5,6
1061,Continental,6,25,3,2,4,1,2,5,4,4,4,2,5,4,5
1062,Continental,4,25,3,4,2,1,1,4,4,5,6,4,5,5,5
1063,Continental,4,1,4,3,2,3,2,5,4,5,5,5,5,5,5
1064,Continental,5,11,4,2,1,2,2,5,5,5,3,3,5,5,3
1065,Continental,4,13,2,1,1,1,3,4,2,4,5,3,5,5,5
1066,Continental,8,5,1,4,4,3,1,4,4,5,6,6,4,3,6
1067,Continental,6,4,2,2,1,1,1,5,4,3,5,5,5,4,3
1068,Continental,4,2,4,1,1,1,1,4,5,2,5,2,5,4,3
1069,Continental,4,35,4,3,3,1,2,3,4,5,5,2,5,6,5
1070,Continental,8,34,1,2,1,1,1,4,3,4,5,5,5,4,3
1071,Continental,4,20,4,4,2,2,1,3,3,5,5,3,3,4,6
1072,Continental,4,10,2,4,1,2,2,3,3,4,5,4,3,2,4
1073,Continental,4,9,2,3,3,3,3,3,3,5,5,5,5,3,6
1074,Continental,8,14,3,2,1,1,1,4,4,5,4,5,6,6,3
1075,Continental,4,2,1,3,2,2,1,4,3,4,3,3,4,4,3
1076,Continental,7,16,4,3,4,2,1,5,5,5,5,4,5,3,6
1077,Continental,7,13,2,4,3,1,1,4,4,3,6,6,5,3,5
1078,Continental,4,30,1,1,1,1,1,4,3,3,5,5,4,3,6
1079,Continental,4,5,2,3,2,2,2,3,5,4,3,5,5,2,4
1080,Continental,8,34,1,2,1,1,1,3,4,4,5,5,4,5,6
1081,Continental,5,34,4,3,1,1,2,5,4,5,4,4,4,4,5
1082,Continental,4,21,1,3,2,2,1,4,4,4,4,4,3,3,3
1083,Continental,4,17,3,3,1,1,1,4,5,4,5,5,4,5,5
1084,Continental,8,14,1,4,1,1,1,4,5,2,5,4,5,2,5
1085,Continental,7,19,2,3,2,3,1,5,5,5,5,5,6,3,5
1086,Continental,7,9,2,1,2,1,1,3,3,4,6,4,5,5,4
1087,Continental,8,17,1,2,3,1,3,4,4,5,3,6,6,6,4
1088,Continental,4,8,1,1,1,2,1,5,4,4,4,3,4,4,5
1089,Continental,5,4,2,3,2,2,1,4,4,3,5,6,5,6,3
1090,Continental,5,5,1,1,2,2,1,4,5,5,5,3,6,5,3
1091,Continental,8,33,1,2,1,1,1,3,2,2,3,6,4,5,3
1092,Continental,4,22,2,1,1,1,1,4,4,3,6,5,6,5,5
1093,Continental,4,5,4,4,2,3,1,4,3,4,4,2,5,4,5
1094,Continental,5,11,4,2,3,2,1,4,5,4,6,3,5,5,4
1095,Continental,4,28,3,2,3,2,1,5,5,5,5,4,5,4,5
1096,Continental,6,41,1,2,3,1,1,3,4,2,3,3,6,6,5
1097,Continental,5,15,4,4,3,2,2,3,5,4,3,3,3,5,3
1098,Continental,8,27,4,2,2,1,3,4,4,4,4,2,3,5,3
1099,Continental,4,11,3,2,1,1,1,4,3,5,6,4,5,3,3
1100,Continental,4,21,3,4,1,2,1,3,5,4,4,5,3,3,5
1101,Continental,4,5,2,1,3,1,3,4,2,2,4,4,3,4,5
1102,Continental,4,18,3,4,4,1,3,3,4,5,5,5,5,2,6
1103,Continental,4,3,2,3,3,3,3,4,2,4,3,6,6,6,6
1104,Continental,4,19,4,1,2,2,1,4,4,5,3,4,5,4,5
1105,Continental,5,4,3,2,2,2,1,3,2,4,3,5,3,4,3
1106,Continental,5,16,4,4,3,1,1,5,5,5,5,5,5,5,5
1107,Continental,6,11,2,4,2,1,3,4,5,5,6,2,6,4,5
1108,Continental,4,8,4,2,3,3,1,4,5,4,4,3,5,2,5
1109,Continental,5,9,3,3,4,2,3,3,5,4,3,2,6,2,5
1110,Continental,8,18,2,4,4,1,2,4,3,4,5,4,4,3,6
1111,Continental,7,10,1,1,1,1,1,3,3,3,3,5,3,4,4
1112,Continental,7,1,1,2,4,2,1,4,3,3,4,4,3,4,3
1113,Continental,4,5,2,3,1,1,1,4,3,4,4,6,4,4,6
1114,Continental,4,12,3,1,1,1,1,4,4,4,5,6,4,5,4
1115,Continental,7,23,4,3,2,2,1,4,4,5,5,4,4,5,6
1116,Continental,8,2,1,2,3,1,1,4,4,5,6,6,5,4,3
1117,Continental,8,21,2,1,1,1,1,3,4,3,4,5,5,2,6
1118,Continental,4,19,2,2,2,2,1,4,4,4,5,5,3,2,4
1119,Continental,4,25,1,2,3,2,1,5,4,5,4,3,5,2,5
1120,Continental,8,11,3,2,1,3,2,4,4,3,6,5,5,2,4
